bacteria,huth,huth_abundance,total_sample_depth,relative_abundance,analysis,sample
Rikenellaceae,hutH,962.6,114785985.60000002,8.386041161456907e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,807.0,114785985.60000002,7.0304749816078576e-06,MGYA00721809,ERZ650828
Rikenellaceae,hutH,976.5,114785985.60000002,8.50713608369278e-06,MGYA00721809,ERZ650828
Rikenellaceae,hutH,688.0,114785985.60000002,5.993763057430243e-06,MGYA00721809,ERZ650828
Bacteroidia,hutH,959.5,114785985.60000002,8.359034380238835e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,984.2,114785985.60000002,8.574217443492509e-06,MGYA00721809,ERZ650828
Firmicutes,hutH,716.1,114785985.60000002,6.2385664613747054e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,1027.3,114785985.60000002,8.949698821072803e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,985.7,114785985.60000002,8.587285240856091e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,985.7,114785985.60000002,8.587285240856091e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,1043.9,114785985.60000002,9.094315778563127e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,1031.6,114785985.60000002,8.987159840181742e-06,MGYA00721809,ERZ650828
Rikenellaceae,hutH,888.3,114785985.60000002,7.738749598714077e-06,MGYA00721809,ERZ650828
Oscillospiraceae,hutH,61.2,114785985.60000002,5.331661324342019e-07,MGYA00721809,ERZ650828
Synergistetes,hutH,669.1,114785985.60000002,5.8291088106490926e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,989.2,114785985.60000002,8.617776768037786e-06,MGYA00721809,ERZ650828
Porphyromonadaceae,hutH,439.9,114785985.60000002,3.832349373493552e-06,MGYA00721809,ERZ650828
Bacteroidia,hutH,285.0,114785985.60000002,2.482881499080842e-06,MGYA00721809,ERZ650828
Blautia,hutH,134.4,114785985.60000002,1.1708746437770709e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,701.0,114785985.60000002,6.107017301247966e-06,MGYA00721809,ERZ650828
Sutterellaceae,hutH,98.6,114785985.60000002,8.589898800328807e-07,MGYA00721809,ERZ650828
Bacillus,hutH,322.4,114785985.60000002,2.808705246679521e-06,MGYA00721809,ERZ650828
Porphyromonadaceae,hutH,632.9,114785985.60000002,5.51373930094128e-06,MGYA00721809,ERZ650828
Blautia,hutH,211.5,114785985.60000002,1.8425594282652564e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,202.6,114785985.60000002,1.7650238305746618e-06,MGYA00721809,ERZ650828
Porphyromonadaceae,hutH,335.1,114785985.60000002,2.919345931024527e-06,MGYA00721809,ERZ650828
Oscillospiraceae,hutH,61.2,114785985.60000002,5.331661324342019e-07,MGYA00721809,ERZ650828
Blautia,hutH,438.7,114785985.60000002,3.8218951356026856e-06,MGYA00721809,ERZ650828
Bacteroidaceae,hutH1,248.4,114785985.60000002,2.1640272434094076e-06,MGYA00721809,ERZ650828
Sutterellaceae,hutH,90.9,114785985.60000002,7.919085202331528e-07,MGYA00721809,ERZ650828
Bacteroidaceae,hutH,784.6,94084674.99999997,8.3392964901032e-06,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,748.4,94084674.99999997,7.95453669792663e-06,MGYA00721813,ERZ650804
Lachnoclostridium,hutH,716.8,94084674.99999997,7.618669034037692e-06,MGYA00721813,ERZ650804
Enterobacter,hutH,727.2,94084674.99999997,7.729207758861901e-06,MGYA00721813,ERZ650804
Enterobacter,hutH,235.7,94084674.99999997,2.5051901385640123e-06,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,989.2,94084674.99999997,1.0513933326548668e-05,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,301.6,94084674.99999997,3.2056230199020202e-06,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,242.7,94084674.99999997,2.579591203349537e-06,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,784.6,94084674.99999997,8.3392964901032e-06,MGYA00721813,ERZ650804
Bacilli,hutH,171.0,94084674.99999997,1.8175117254749517e-06,MGYA00721813,ERZ650804
Ruminococcaceae,hutH,806.6,94084674.99999997,8.573128408000562e-06,MGYA00721813,ERZ650804
Rikenellaceae,hutH,977.6,94084674.99999997,1.0390640133475514e-05,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,976.1,94084674.99999997,1.037469704816433e-05,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,984.2,94084674.99999997,1.0460789708844722e-05,MGYA00721813,ERZ650804
Fusobacteria,hutH,835.1,94084674.99999997,8.876047028913054e-06,MGYA00721813,ERZ650804
Blautia,hutH,926.0,94084674.99999997,9.84219799877079e-06,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,984.2,94084674.99999997,1.0460789708844722e-05,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,988.0,94084674.99999997,1.050117885829972e-05,MGYA00721813,ERZ650804
Lachnoclostridium,hutH,869.8,94084674.99999997,9.244863735778438e-06,MGYA00721813,ERZ650804
Porphyromonadaceae,hutH,976.5,94084674.99999997,1.0378948537580645e-05,MGYA00721813,ERZ650804
Bacteroidaceae,hutH,984.2,94084674.99999997,1.0460789708844722e-05,MGYA00721813,ERZ650804
Porphyromonadaceae,hutH,389.4,94084674.99999997,4.138824946783311e-06,MGYA00721813,ERZ650804
Porphyromonadaceae,hutH,184.5,94084674.99999997,1.960999493275606e-06,MGYA00721813,ERZ650804
Lachnoclostridium,hutH,178.7,94084674.99999997,1.8993528967390284e-06,MGYA00721813,ERZ650804
Gammaproteobacteria,hutH,236.5,94084674.99999997,2.5136931173966436e-06,MGYA00721813,ERZ650804
Bacteroidia,hutH,346.3,94084674.99999997,3.6807269621752972e-06,MGYA00721813,ERZ650804
Porphyromonadaceae,hutH,106.3,79411438.60000001,1.3385980895704362e-06,MGYA00721814,ERZ650797
Porphyromonadaceae,hutH,415.6,79411438.60000001,5.233502972958356e-06,MGYA00721814,ERZ650797
Porphyromonadaceae,hutH,793.9,79411438.60000001,9.99730031335813e-06,MGYA00721814,ERZ650797
Porphyromonadaceae,hutH,131.3,79411438.60000001,1.653414197183427e-06,MGYA00721814,ERZ650797
unclassified Burkholderiales,hutH,238.0,79411438.60000001,2.9970493444756705e-06,MGYA00721814,ERZ650797
Bacteroidia,hutH,959.9,79411438.60000001,1.2087679267908388e-05,MGYA00721814,ERZ650797
unclassified Burkholderiales,hutH,1063.9,79411438.60000001,1.339731427557843e-05,MGYA00721814,ERZ650797
Bacteria,hutH,845.9,79411438.60000001,1.065211781719315e-05,MGYA00721814,ERZ650797
Rikenellaceae,hutH,977.6,79411438.60000001,1.2310569072098386e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,988.0,79411438.60000001,1.244153257286539e-05,MGYA00721814,ERZ650797
Porphyromonadaceae,hutH,984.2,79411438.60000001,1.2393680524508215e-05,MGYA00721814,ERZ650797
Betaproteobacteria,hutH,708.8,79411438.60000001,8.92566628304351e-06,MGYA00721814,ERZ650797
unclassified Burkholderiales,hutH,268.5,79411438.60000001,3.381124995763519e-06,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,981.9,79411438.60000001,1.2364717442607819e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,1042.3,79411438.60000001,1.3125313158600804e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,984.2,79411438.60000001,1.2393680524508215e-05,MGYA00721814,ERZ650797
Rikenellaceae,hutH,964.1,79411438.60000001,1.214056837398737e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,988.0,79411438.60000001,1.244153257286539e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,1023.1,79411438.60000001,1.2883534387954028e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,989.2,79411438.60000001,1.2456643746030814e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,932.6,79411438.60000001,1.1743900078395003e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,986.1,79411438.60000001,1.2417606548686802e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,990.3,79411438.60000001,1.2470495654765784e-05,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,393.7,79411438.60000001,4.957724062689376e-06,MGYA00721814,ERZ650797
Rikenellaceae,hutH,213.0,79411438.60000001,2.68223323686268e-06,MGYA00721814,ERZ650797
Porphyromonadaceae,hutH,289.3,79411438.60000001,3.6430519972975277e-06,MGYA00721814,ERZ650797
Eubacteriaceae,hutH,261.2,79411438.60000001,3.289198692340526e-06,MGYA00721814,ERZ650797
Porphyromonadaceae,hutH,157.1,79411438.60000001,1.978304420240033e-06,MGYA00721814,ERZ650797
Bacteroidaceae,hutH,1045.8,95004219.39999999,1.1007932138222485e-05,MGYA00721816,ERZ650796
Bacteroidaceae,hutH,1042.0,95004219.39999999,1.0967933914733056e-05,MGYA00721816,ERZ650796
Bacteroidaceae,hutH,988.4,95004219.39999999,1.0403748446566364e-05,MGYA00721816,ERZ650796
Bacteroidaceae,hutH,981.5,95004219.39999999,1.033112009338819e-05,MGYA00721816,ERZ650796
Bacteroidaceae,hutH,479.6,95004219.39999999,5.04819683829748e-06,MGYA00721816,ERZ650796
Porphyromonadaceae,hutH,114.8,95004219.39999999,1.2083673833122406e-06,MGYA00721816,ERZ650796
Bacteroidaceae,hutH,205.7,95004219.39999999,2.1651669925725428e-06,MGYA00721816,ERZ650796
Rikenellaceae,hutH,322.4,95004219.39999999,3.3935334876294978e-06,MGYA00721816,ERZ650796
Eubacteriaceae,hutH,443.7,95004219.39999999,4.670318884805236e-06,MGYA00721816,ERZ650796
Bacteroidaceae,hutH,125.2,95004219.39999999,1.3178362054938374e-06,MGYA00721816,ERZ650796
Paenibacillaceae,hutH,110.5,95004219.39999999,1.163106235679465e-06,MGYA00721816,ERZ650796
Bacteroidia,hutH,479.6,95004219.39999999,5.04819683829748e-06,MGYA00721816,ERZ650796
Bacteroidaceae,hutH,188.7,95004219.39999999,1.9862275716987788e-06,MGYA00721816,ERZ650796
Enterobacter,hutH,958.4,95004219.39999999,1.0087972997965605e-05,MGYA00721816,ERZ650796
Rikenellaceae,hutH,977.6,95004219.39999999,1.0290069285070092e-05,MGYA00721816,ERZ650796
Oscillospiraceae,hutH,825.5,95004219.39999999,8.689087760664239e-06,MGYA00721816,ERZ650796
Porphyromonadaceae,hutH,982.6,95004219.39999999,1.0342698526503552e-05,MGYA00721816,ERZ650796
Oscillospiraceae,hutH,1012.3,95004219.39999999,1.0655316220618303e-05,MGYA00721816,ERZ650796
Bacteroidaceae,hutH,984.9,95004219.39999999,1.0366907977562942e-05,MGYA00721816,ERZ650796
Bacteroidaceae,hutH1,248.1,95004219.39999999,2.611462959928283e-06,MGYA00721816,ERZ650796
Bifidobacteriales,hutH,118.2,95004219.39999999,1.2441552674869935e-06,MGYA00721816,ERZ650796
Bifidobacteriales,hutH,872.1,95004219.39999999,9.179592290824086e-06,MGYA00721816,ERZ650796
Bacteroidaceae,hutH,790.0,95004219.39999999,8.315420146486674e-06,MGYA00721816,ERZ650796
Porphyromonadaceae,hutH,175.3,95004219.39999999,1.8451812046571063e-06,MGYA00721816,ERZ650796
unclassified Burkholderiales,hutH,118.6,95004219.39999999,1.2483656068016703e-06,MGYA00721816,ERZ650796
Bacteroidia,hutH,286.2,95004219.39999999,3.012497779651248e-06,MGYA00721816,ERZ650796
unclassified Burkholderiales,hutH,193.4,95004219.39999999,2.035699058646231e-06,MGYA00721816,ERZ650796
Bacteroidaceae,hutH1,251.9,66368288.3,3.7954873698317154e-06,MGYA00721817,ERZ650792
Porphyromonadaceae,hutH,515.4,66368288.3,7.765757008381366e-06,MGYA00721817,ERZ650792
Bifidobacteriales,hutH,675.6,66368288.3,1.0179560409123887e-05,MGYA00721817,ERZ650792
Porphyromonadaceae,hutH,450.3,66368288.3,6.784866862386747e-06,MGYA00721817,ERZ650792
Enterobacter,hutH,533.5,66368288.3,8.038477617329179e-06,MGYA00721817,ERZ650792
Bacteroidaceae,hutH,647.5,66368288.3,9.756165430591646e-06,MGYA00721817,ERZ650792
Rahnella,hutH,533.5,66368288.3,8.038477617329179e-06,MGYA00721817,ERZ650792
Porphyromonadaceae,hutH,413.7,66368288.3,6.233398669707744e-06,MGYA00721817,ERZ650792
Gammaproteobacteria,hutH,397.9,66368288.3,5.995333165764349e-06,MGYA00721817,ERZ650792
Firmicutes,hutH,380.6,66368288.3,5.734666506383291e-06,MGYA00721817,ERZ650792
Porphyromonadaceae,hutH,211.1,66368288.3,3.1807359419272535e-06,MGYA00721817,ERZ650792
Rikenellaceae,hutH,977.6,66368288.3,1.4729926370573581e-05,MGYA00721817,ERZ650792
Bacillus,hutH,524.6,66368288.3,7.90437742839904e-06,MGYA00721817,ERZ650792
Bacteroidaceae,hutH,989.2,66368288.3,1.4904708639291517e-05,MGYA00721817,ERZ650792
Synergistetes,hutH,675.6,66368288.3,1.0179560409123887e-05,MGYA00721817,ERZ650792
Bacteroidaceae,hutH,984.9,66368288.3,1.4839918660370212e-05,MGYA00721817,ERZ650792
Bacteroidaceae,hutH,801.6,66368288.3,1.2078057465887667e-05,MGYA00721817,ERZ650792
Oscillospiraceae,hutH,794.3,66368288.3,1.1968065176091034e-05,MGYA00721817,ERZ650792
Firmicutes,hutH,679.5,66368288.3,1.0238323413261813e-05,MGYA00721817,ERZ650792
Firmicutes,hutH,632.1,66368288.3,9.52412690143163e-06,MGYA00721817,ERZ650792
Bacteroidaceae,hutH,1002.7,66368288.3,1.5108119038230494e-05,MGYA00721817,ERZ650792
Bacteroidaceae,hutH,984.2,66368288.3,1.4829371454499304e-05,MGYA00721817,ERZ650792
Oscillospiraceae,hutH,1012.3,66368288.3,1.5252766433031541e-05,MGYA00721817,ERZ650792
Bacteria,hutH,92.8,66368288.3,1.3982581497434823e-06,MGYA00721817,ERZ650792
Bacteroidaceae,hutH,985.3,66368288.3,1.484594563515359e-05,MGYA00721817,ERZ650792
Bacteroidaceae,hutH,281.6,66368288.3,4.242990247497464e-06,MGYA00721817,ERZ650792
Sutterellaceae,hutH,997.7,66368288.3,1.5032781853438279e-05,MGYA00721817,ERZ650792
Enterobacter,hutH,657.1,66368288.3,9.900812825392697e-06,MGYA00721817,ERZ650792
Bacteroidaceae,hutH,411.0,74470084.70000002,5.518994662832711e-06,MGYA00721818,ERZ650791
Porphyromonadaceae,hutH,361.3,74470084.70000002,4.8516125831665655e-06,MGYA00721818,ERZ650791
Rikenellaceae,hutH,681.0,74470084.70000002,9.144611594620623e-06,MGYA00721818,ERZ650791
Porphyromonadaceae,hutH,235.3,74470084.70000002,3.1596580149988733e-06,MGYA00721818,ERZ650791
Bacteroidaceae,hutH,418.3,74470084.70000002,5.617020602099569e-06,MGYA00721818,ERZ650791
Porphyromonadaceae,hutH,205.3,74470084.70000002,2.7568116892446608e-06,MGYA00721818,ERZ650791
Clostridiales incertae sedis,hutH,156.0,74470084.70000002,2.0948008939219047e-06,MGYA00721818,ERZ650791
Enterobacter,hutH,365.2,74470084.70000002,4.903982605514613e-06,MGYA00721818,ERZ650791
Gammaproteobacteria,hutH,127.9,74470084.70000002,1.7174681687987925e-06,MGYA00721818,ERZ650791
Porphyromonadaceae,hutH,426.8,74470084.70000002,5.731160394396596e-06,MGYA00721818,ERZ650791
Porphyromonadaceae,hutH,87.0,74470084.70000002,1.1682543446872161e-06,MGYA00721818,ERZ650791
Eubacteriaceae,hutH,291.2,74470084.70000002,3.910295001987555e-06,MGYA00721818,ERZ650791
Rikenellaceae,hutH,977.6,74470084.70000002,1.3127418935243938e-05,MGYA00721818,ERZ650791
Bacteroidaceae,hutH1,251.9,74470084.70000002,3.3825663152495375e-06,MGYA00721818,ERZ650791
Porphyromonadaceae,hutH,984.2,74470084.70000002,1.3216045126909864e-05,MGYA00721818,ERZ650791
Bacteroidaceae,hutH,1040.8,74470084.70000002,1.3976081861499477e-05,MGYA00721818,ERZ650791
Bacteroidaceae,hutH,735.7,74470084.70000002,9.879134728579137e-06,MGYA00721818,ERZ650791
Porphyromonadaceae,hutH,978.4,74470084.70000002,1.3138161503930714e-05,MGYA00721818,ERZ650791
Bacteroidaceae,hutH,569.7,74470084.70000002,7.650051726072494e-06,MGYA00721818,ERZ650791
Bacteroidaceae,hutH,989.2,74470084.70000002,1.3283186181202233e-05,MGYA00721818,ERZ650791
Bacteroidaceae,hutH,606.3,74470084.70000002,8.141524243492633e-06,MGYA00721818,ERZ650791
Bacteroidaceae,hutH,289.3,74470084.70000002,3.8847814013564554e-06,MGYA00721818,ERZ650791
Bacteroidaceae,hutH,984.2,74470084.70000002,1.3216045126909864e-05,MGYA00721818,ERZ650791
unclassified Burkholderiales,hutH,230.3,74470084.70000002,3.0925169607065044e-06,MGYA00721818,ERZ650791
unclassified Burkholderiales,hutH,71.2,74470084.70000002,9.560886131233309e-07,MGYA00721818,ERZ650791
Enterobacter,hutH,225.7,74470084.70000002,3.0307471907575248e-06,MGYA00721818,ERZ650791
Betaproteobacteria,hutH,174.5,74470084.70000002,2.3432227948036693e-06,MGYA00721818,ERZ650791
Bacteroidaceae,hutH,783.1,93043613.80000004,8.416483066568075e-06,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,64.3,93043613.80000004,6.910737596479724e-07,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,61.6,93043613.80000004,6.620551103314946e-07,MGYA00721820,ERZ650787
Porphyromonadaceae,hutH,594.3,93043613.80000004,6.3873271439936236e-06,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,415.6,93043613.80000004,4.46672246515859e-06,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,720.3,93043613.80000004,7.741530778762589e-06,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,898.3,93043613.80000004,9.654612104071128e-06,MGYA00721820,ERZ650787
Rikenellaceae,hutH,976.5,93043613.80000004,1.0495078169459489e-05,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,1043.9,93043613.80000004,1.1219469637581937e-05,MGYA00721820,ERZ650787
Oscillospiraceae,hutH,187.6,93043613.80000004,2.016258745100461e-06,MGYA00721820,ERZ650787
Oscillospiraceae,hutH,594.7,93043613.80000004,6.391626203151621e-06,MGYA00721820,ERZ650787
Bacteroidia,hutH,960.7,93043613.80000004,1.0325265332718618e-05,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,984.2,93043613.80000004,1.0577835058250925e-05,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,984.2,93043613.80000004,1.0577835058250925e-05,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,1003.8,93043613.80000004,1.0788488956992764e-05,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,989.2,93043613.80000004,1.0631573297725884e-05,MGYA00721820,ERZ650787
Oscillospiraceae,hutH,1011.1,93043613.80000004,1.0866946786626205e-05,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,985.7,93043613.80000004,1.0593956530093414e-05,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,987.3,93043613.80000004,1.0611152766725399e-05,MGYA00721820,ERZ650787
Porphyromonadaceae,hutH,300.1,93043613.80000004,3.225369133287038e-06,MGYA00721820,ERZ650787
Porphyromonadaceae,hutH,501.5,93043613.80000004,5.389945419338385e-06,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,61.6,93043613.80000004,6.620551103314946e-07,MGYA00721820,ERZ650787
Porphyromonadaceae,hutH,110.2,93043613.80000004,1.1843907980280958e-06,MGYA00721820,ERZ650787
Bacteroidia,hutH,229.6,93043613.80000004,2.467659956690116e-06,MGYA00721820,ERZ650787
Rikenellaceae,hutH,381.7,93043613.80000004,4.102377201518368e-06,MGYA00721820,ERZ650787
Clostridia,hutH,289.3,93043613.80000004,3.1092945360211264e-06,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,375.6,93043613.80000004,4.036816549358918e-06,MGYA00721820,ERZ650787
Rhizobiaceae,hutH,233.8,93043613.80000004,2.512800077849082e-06,MGYA00721820,ERZ650787
Bacteroidaceae,hutH,1002.7,86284089.2,1.1620914229920388e-05,MGYA00721821,ERZ650786
Bacteroidaceae,hutH,986.1,86284089.2,1.1428526500572947e-05,MGYA00721821,ERZ650786
Bacteroidaceae,hutH,191.4,86284089.2,2.2182536986204868e-06,MGYA00721821,ERZ650786
Bacteroidaceae,hutH,1008.8,86284089.2,1.1691610925644446e-05,MGYA00721821,ERZ650786
Rikenellaceae,hutH,973.4,86284089.2,1.1281338297999905e-05,MGYA00721821,ERZ650786
Porphyromonadaceae,hutH,979.9,86284089.2,1.1356670842623902e-05,MGYA00721821,ERZ650786
Bacteria,hutH,825.5,86284089.2,9.56723316724771e-06,MGYA00721821,ERZ650786
Porphyromonadaceae,hutH,977.6,86284089.2,1.1330014711449257e-05,MGYA00721821,ERZ650786
Bacteroidaceae,hutH,989.6,86284089.2,1.1469090178447407e-05,MGYA00721821,ERZ650786
Bacteroidaceae,hutH,987.3,86284089.2,1.144243404727276e-05,MGYA00721821,ERZ650786
Betaproteobacteria,hutH,1050.4,86284089.2,1.2173739211238033e-05,MGYA00721821,ERZ650786
Bacteroidaceae,hutH,984.2,86284089.2,1.140650621829824e-05,MGYA00721821,ERZ650786
Bifidobacteriales,hutH,989.2,86284089.2,1.146445432954747e-05,MGYA00721821,ERZ650786
Enterobacter,hutH,956.1,86284089.2,1.1080837833077573e-05,MGYA00721821,ERZ650786
Bacteroidaceae,hutH,707.2,86284089.2,8.196180855090953e-06,MGYA00721821,ERZ650786
Blautia,hutH,159.5,86284089.2,1.8485447488504057e-06,MGYA00721821,ERZ650786
Bacteroidia,hutH,398.7,86284089.2,4.620782391013521e-06,MGYA00721821,ERZ650786
Bacteroidaceae,hutH,379.0,86284089.2,4.392466832691559e-06,MGYA00721821,ERZ650786
Bacteroidaceae,hutH1,248.1,98726776.09999998,2.5129960665250573e-06,MGYA00721822,ERZ650830
Bacteroidaceae,hutH,891.3,98726776.09999998,9.027945965714566e-06,MGYA00721822,ERZ650830
Bacteroidaceae,hutH,890.6,98726776.09999998,9.020855690637711e-06,MGYA00721822,ERZ650830
Bacteroidaceae,hutH,986.5,98726776.09999998,9.992223376166744e-06,MGYA00721822,ERZ650830
Synergistetes,hutH,214.2,98726776.09999998,2.1696241735174015e-06,MGYA00721822,ERZ650830
Bacteroidaceae,hutH,219.2,98726776.09999998,2.2202689954949315e-06,MGYA00721822,ERZ650830
Bacteroidaceae,hutH,419.5,98726776.09999998,4.249100563914799e-06,MGYA00721822,ERZ650830
Negativicutes,hutH,1005.4,98726776.09999998,1.0183660803241809e-05,MGYA00721822,ERZ650830
Negativicutes,hutH,1016.1,98726776.09999998,1.0292040722273724e-05,MGYA00721822,ERZ650830
Bacteroidaceae,hutH,188.3,98726776.09999998,1.9072839956737942e-06,MGYA00721822,ERZ650830
Clostridia,hutH,296.2,98726776.09999998,3.0001992539488995e-06,MGYA00721822,ERZ650830
Clostridia,hutH,277.7,98726776.09999998,2.8128134126320373e-06,MGYA00721822,ERZ650830
Porphyromonadaceae,hutH,860.9,98726776.09999998,8.720025448091181e-06,MGYA00721822,ERZ650830
Paenibacillaceae,hutH,267.3,98726776.09999998,2.707472182918774e-06,MGYA00721822,ERZ650830
Clostridia,hutH,129.0,98726776.09999998,1.3066364070202838e-06,MGYA00721822,ERZ650830
Oscillospiraceae,hutH,332.8,98726776.09999998,3.370919350824422e-06,MGYA00721822,ERZ650830
Rikenellaceae,hutH,888.3,98726776.09999998,8.997559072528046e-06,MGYA00721822,ERZ650830
Rikenellaceae,hutH,975.3,98726776.09999998,9.878778974937076e-06,MGYA00721822,ERZ650830
Porphyromonadaceae,hutH,979.9,98726776.09999998,9.925372211156403e-06,MGYA00721822,ERZ650830
Bacteroidia,hutH,832.8,98726776.09999998,8.43540154857746e-06,MGYA00721822,ERZ650830
Porphyromonadaceae,hutH,100.1,98726776.09999998,1.0139093359901582e-06,MGYA00721822,ERZ650830
Firmicutes,hutH,679.1,98726776.09999998,6.878579720988176e-06,MGYA00721822,ERZ650830
Bacteroidaceae,hutH,982.6,98726776.09999998,9.95272041502427e-06,MGYA00721822,ERZ650830
Bacteroidaceae,hutH,984.9,98726776.09999998,9.976017033133934e-06,MGYA00721822,ERZ650830
Bacteroidaceae,hutH,982.6,98726776.09999998,9.95272041502427e-06,MGYA00721822,ERZ650830
Porphyromonadaceae,hutH,978.4,98726776.09999998,9.910178764563145e-06,MGYA00721822,ERZ650830
Bacilli,hutH,984.9,98726776.09999998,9.976017033133934e-06,MGYA00721822,ERZ650830
