bacteria,huth,analysis,sample
Oscillospiraceae,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
Porphyromonadaceae,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
Porphyromonadaceae,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
Bacteria,hutH,MGYA00721827,ERZ650821
Bacteroidia,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
Lachnoclostridium,hutH,MGYA00721827,ERZ650821
Rikenellaceae,hutH,MGYA00721827,ERZ650821
Negativicutes,hutH,MGYA00721827,ERZ650821
Negativicutes,hutH,MGYA00721827,ERZ650821
Bacteroidia,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
Betaproteobacteria,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
Eubacteriaceae,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
unclassified Burkholderiales,hutH,MGYA00721827,ERZ650821
Bacteria,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
Firmicutes,hutH,MGYA00721827,ERZ650821
Firmicutes,hutH,MGYA00721827,ERZ650821
Rikenellaceae,hutH,MGYA00721827,ERZ650821
Porphyromonadaceae,hutH,MGYA00721827,ERZ650821
Peptostreptococcaceae,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH,MGYA00721827,ERZ650821
unclassified Burkholderiales,hutH,MGYA00721827,ERZ650821
Bacteroidaceae,hutH1,MGYA00721827,ERZ650821
unclassified Burkholderiales,hutH,MGYA00721827,ERZ650821
Blautia,hutH,MGYA00721827,ERZ650821
Betaproteobacteria,hutH,MGYA00721828,ERZ650819
Clostridia,hutH,MGYA00721828,ERZ650819
Blautia,hutH,MGYA00721828,ERZ650819
Shewanellaceae,hutH,MGYA00721828,ERZ650819
unclassified Burkholderiales,hutH,MGYA00721828,ERZ650819
Actinobacteria,hutH,MGYA00721828,ERZ650819
Lachnoclostridium,hutH,MGYA00721828,ERZ650819
Blautia,hutH,MGYA00721828,ERZ650819
Bacteroidaceae,hutH,MGYA00721828,ERZ650819
Bacteroidaceae,hutH,MGYA00721828,ERZ650819
Ruminococcaceae,hutH,MGYA00721828,ERZ650819
Bacteroidaceae,hutH,MGYA00721828,ERZ650819
Rikenellaceae,hutH,MGYA00721828,ERZ650819
Bacteroidaceae,hutH,MGYA00721828,ERZ650819
Bacteroidaceae,hutH,MGYA00721828,ERZ650819
Bacteroidaceae,hutH,MGYA00721828,ERZ650819
Porphyromonadaceae,hutH,MGYA00721828,ERZ650819
Oscillospiraceae,hutH,MGYA00721828,ERZ650819
Oscillospiraceae,hutH,MGYA00721828,ERZ650819
Bacteroidaceae,hutH,MGYA00721828,ERZ650819
Bacteroidaceae,hutH,MGYA00721828,ERZ650819
Rikenellaceae,hutH,MGYA00721830,ERZ650818
Paenibacillaceae,hutH,MGYA00721830,ERZ650818
Porphyromonadaceae,hutH,MGYA00721830,ERZ650818
Gammaproteobacteria,hutH,MGYA00721830,ERZ650818
Bacteroidaceae,hutH,MGYA00721830,ERZ650818
Blautia,hutH,MGYA00721830,ERZ650818
Bacteroidaceae,hutH,MGYA00721830,ERZ650818
Porphyromonadaceae,hutH,MGYA00721830,ERZ650818
Lachnoclostridium,hutH,MGYA00721830,ERZ650818
Bacteroidaceae,hutH,MGYA00721830,ERZ650818
Bacteroidia,hutH,MGYA00721830,ERZ650818
Rikenellaceae,hutH,MGYA00721830,ERZ650818
Bacteroidaceae,hutH,MGYA00721830,ERZ650818
Sutterellaceae,hutH,MGYA00721830,ERZ650818
Bacteroidaceae,hutH,MGYA00721830,ERZ650818
Bacteroidaceae,hutH,MGYA00721830,ERZ650818
Bacteroidaceae,hutH,MGYA00721830,ERZ650818
Porphyromonadaceae,hutH,MGYA00721830,ERZ650818
Clostridiaceae,hutH,MGYA00721830,ERZ650818
Firmicutes,hutH,MGYA00721830,ERZ650818
Firmicutes,hutH,MGYA00721830,ERZ650818
Eubacteriaceae,hutH,MGYA00721830,ERZ650818
Bacteroidaceae,hutH,MGYA00721830,ERZ650818
Bacteroidaceae,hutH,MGYA00721830,ERZ650818
Clostridia,hutH,MGYA00721830,ERZ650818
Oscillospiraceae,hutH,MGYA00721830,ERZ650818
Oscillospiraceae,hutH,MGYA00721830,ERZ650818
Porphyromonadaceae,hutH,MGYA00721830,ERZ650818
Rikenellaceae,hutH,MGYA00721830,ERZ650818
Mycobacteriaceae,hutH,MGYA00721830,ERZ650818
Enterobacter,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH1,MGYA00721831,ERZ650816
Porphyromonadaceae,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Enterobacter,hutH,MGYA00721831,ERZ650816
unclassified Burkholderiales,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Blautia,hutH,MGYA00721831,ERZ650816
Bacteroidia,hutH,MGYA00721831,ERZ650816
Blautia,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Betaproteobacteria,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Blautia,hutH,MGYA00721831,ERZ650816
Bacteria,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Porphyromonadaceae,hutH,MGYA00721831,ERZ650816
Bacteroidia,hutH,MGYA00721831,ERZ650816
Enterobacter,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721831,ERZ650816
Oscillospiraceae,hutH,MGYA00721831,ERZ650816
unclassified Burkholderiales,hutH,MGYA00721831,ERZ650816
Bacteria,hutH,MGYA00721831,ERZ650816
Oscillospiraceae,hutH,MGYA00721831,ERZ650816
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Bacteroidia,hutH,MGYA00721832,ERZ650815
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Fusobacteria,hutH,MGYA00721832,ERZ650815
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Lachnoclostridium,hutH,MGYA00721832,ERZ650815
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Porphyromonadaceae,hutH,MGYA00721832,ERZ650815
Blautia,hutH,MGYA00721832,ERZ650815
Blautia,hutH,MGYA00721832,ERZ650815
Fusobacteria,hutH,MGYA00721832,ERZ650815
Blautia,hutH,MGYA00721832,ERZ650815
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Bacteroidaceae,hutH,MGYA00721832,ERZ650815
Porphyromonadaceae,hutH,MGYA00721833,ERZ650814
Porphyromonadaceae,hutH,MGYA00721833,ERZ650814
Porphyromonadaceae,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Rikenellaceae,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Firmicutes,hutH,MGYA00721833,ERZ650814
Ruminococcaceae,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Oscillospiraceae,hutH,MGYA00721833,ERZ650814
Rikenellaceae,hutH,MGYA00721833,ERZ650814
Bacteroidia,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
Firmicutes,hutH,MGYA00721833,ERZ650814
Oscillospiraceae,hutH,MGYA00721833,ERZ650814
Shewanellaceae,hutH,MGYA00721833,ERZ650814
Bacillus,hutH,MGYA00721833,ERZ650814
Porphyromonadaceae,hutH,MGYA00721833,ERZ650814
Firmicutes,hutH,MGYA00721833,ERZ650814
Bacteroidaceae,hutH1,MGYA00721833,ERZ650814
Bacteroidaceae,hutH,MGYA00721833,ERZ650814
unclassified Burkholderiales,hutH,MGYA00721834,ERZ650817
unclassified Burkholderiales,hutH,MGYA00721834,ERZ650817
unclassified Burkholderiales,hutH,MGYA00721834,ERZ650817
Betaproteobacteria,hutH,MGYA00721834,ERZ650817
unclassified Burkholderiales,hutH,MGYA00721834,ERZ650817
unclassified Burkholderiales,hutH,MGYA00721834,ERZ650817
unclassified Burkholderiales,hutH,MGYA00721834,ERZ650817
Bacteroidaceae,hutH,MGYA00721834,ERZ650817
Oscillospiraceae,hutH,MGYA00721835,ERZ650813
Porphyromonadaceae,hutH,MGYA00721835,ERZ650813
Porphyromonadaceae,hutH,MGYA00721835,ERZ650813
Firmicutes,hutH,MGYA00721835,ERZ650813
Oscillospiraceae,hutH,MGYA00721835,ERZ650813
Blautia,hutH,MGYA00721835,ERZ650813
Peptostreptococcaceae,hutH,MGYA00721835,ERZ650813
Lachnoclostridium,hutH,MGYA00721835,ERZ650813
Oscillospiraceae,hutH,MGYA00721835,ERZ650813
Lachnoclostridium,hutH,MGYA00721835,ERZ650813
Firmicutes,hutH,MGYA00721835,ERZ650813
Porphyromonadaceae,hutH,MGYA00721835,ERZ650813
Bacteroidaceae,hutH,MGYA00721835,ERZ650813
Rikenellaceae,hutH,MGYA00721835,ERZ650813
Bacteroidaceae,hutH,MGYA00721835,ERZ650813
Bacteroidaceae,hutH,MGYA00721835,ERZ650813
Bacteroidaceae,hutH,MGYA00721835,ERZ650813
Bacteroidaceae,hutH,MGYA00721835,ERZ650813
Bacteroidaceae,hutH1,MGYA00721835,ERZ650813
Porphyromonadaceae,hutH,MGYA00721835,ERZ650813
Oscillospiraceae,hutH,MGYA00721835,ERZ650813
Porphyromonadaceae,hutH,MGYA00721835,ERZ650813
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidia,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Rikenellaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Sutterellaceae,hutH,MGYA00721837,ERZ650812
Eubacteriaceae,hutH,MGYA00721837,ERZ650812
Rikenellaceae,hutH,MGYA00721837,ERZ650812
Eubacteriaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Firmicutes,hutH,MGYA00721837,ERZ650812
Rikenellaceae,hutH,MGYA00721837,ERZ650812
Porphyromonadaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Porphyromonadaceae,hutH,MGYA00721837,ERZ650812
Rikenellaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Clostridiaceae,hutH,MGYA00721837,ERZ650812
Oscillospiraceae,hutH,MGYA00721837,ERZ650812
Oscillospiraceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Oscillospiraceae,hutH,MGYA00721837,ERZ650812
Bacteroidia,hutH,MGYA00721837,ERZ650812
Porphyromonadaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Firmicutes,hutH,MGYA00721837,ERZ650812
Porphyromonadaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Clostridiaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Bacteroidaceae,hutH,MGYA00721837,ERZ650812
Porphyromonadaceae,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721838,ERZ650811
Bifidobacteriales,hutH,MGYA00721838,ERZ650811
Rikenellaceae,hutH,MGYA00721838,ERZ650811
Enterobacter,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721838,ERZ650811
Oscillospiraceae,hutH,MGYA00721838,ERZ650811
Oscillospiraceae,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721838,ERZ650811
Oscillospiraceae,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721838,ERZ650811
Porphyromonadaceae,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721838,ERZ650811
Rikenellaceae,hutH,MGYA00721838,ERZ650811
Rikenellaceae,hutH,MGYA00721838,ERZ650811
Eubacteriaceae,hutH,MGYA00721838,ERZ650811
Porphyromonadaceae,hutH,MGYA00721838,ERZ650811
Firmicutes,hutH,MGYA00721838,ERZ650811
Bifidobacteriales,hutH,MGYA00721838,ERZ650811
Firmicutes,hutH,MGYA00721838,ERZ650811
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Synergistetes,hutH,MGYA00721839,ERZ650810
Clostridiales incertae sedis,hutH,MGYA00721839,ERZ650810
Porphyromonadaceae,hutH,MGYA00721839,ERZ650810
Synergistetes,hutH,MGYA00721839,ERZ650810
Porphyromonadaceae,hutH,MGYA00721839,ERZ650810
Rikenellaceae,hutH,MGYA00721839,ERZ650810
Oscillospiraceae,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Oscillospiraceae,hutH,MGYA00721839,ERZ650810
Porphyromonadaceae,hutH,MGYA00721839,ERZ650810
Mycobacteriaceae,hutH,MGYA00721839,ERZ650810
Paenibacillaceae,hutH,MGYA00721839,ERZ650810
Firmicutes,hutH,MGYA00721839,ERZ650810
Bacteroidia,hutH,MGYA00721839,ERZ650810
Rhizobiaceae,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
unclassified Burkholderiales,hutH,MGYA00721839,ERZ650810
Porphyromonadaceae,hutH,MGYA00721839,ERZ650810
Bacteroidia,hutH,MGYA00721839,ERZ650810
Rikenellaceae,hutH,MGYA00721839,ERZ650810
Peptostreptococcaceae,hutH,MGYA00721839,ERZ650810
Mycobacteriaceae,hutH,MGYA00721839,ERZ650810
Rikenellaceae,hutH,MGYA00721839,ERZ650810
Porphyromonadaceae,hutH,MGYA00721839,ERZ650810
Firmicutes,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Oscillospiraceae,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Oscillospiraceae,hutH,MGYA00721839,ERZ650810
Clostridiales incertae sedis,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Porphyromonadaceae,hutH,MGYA00721839,ERZ650810
Clostridiales incertae sedis,hutH,MGYA00721839,ERZ650810
Eubacteriaceae,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
Bacteroidaceae,hutH,MGYA00721839,ERZ650810
unclassified Burkholderiales,hutH,MGYA00721839,ERZ650810
Rikenellaceae,hutH,MGYA00721841,ERZ650807
Oscillospiraceae,hutH,MGYA00721841,ERZ650807
Bacteroidaceae,hutH,MGYA00721841,ERZ650807
Blautia,hutH,MGYA00721841,ERZ650807
Oscillospiraceae,hutH,MGYA00721841,ERZ650807
Bacteroidaceae,hutH,MGYA00721841,ERZ650807
Streptococcus sanguinis,hutH,MGYA00721841,ERZ650807
Bacteroidaceae,hutH,MGYA00721841,ERZ650807
Lachnoclostridium,hutH,MGYA00721841,ERZ650807
Fusobacteria,hutH,MGYA00721841,ERZ650807
Enterobacter,hutH,MGYA00721841,ERZ650807
Bacteroidaceae,hutH,MGYA00721841,ERZ650807
Bacteroidaceae,hutH,MGYA00721841,ERZ650807
Bacilli,hutH,MGYA00721841,ERZ650807
Lachnoclostridium,hutH,MGYA00721841,ERZ650807
Bacteroidaceae,hutH,MGYA00721841,ERZ650807
Bifidobacteriales,hutH,MGYA00721841,ERZ650807
Bacteroidaceae,hutH,MGYA00721841,ERZ650807
Bacteroidaceae,hutH,MGYA00721841,ERZ650807
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
unclassified Burkholderiales,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Lachnoclostridium,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Porphyromonadaceae,hutH,MGYA00721842,ERZ650805
Bacteroidia,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Rikenellaceae,hutH,MGYA00721842,ERZ650805
Porphyromonadaceae,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Bacteria,hutH,MGYA00721842,ERZ650805
Betaproteobacteria,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721842,ERZ650805
unclassified Burkholderiales,hutH,MGYA00721842,ERZ650805
Bacteroidaceae,hutH,MGYA00721843,ERZ650803
Bacillus,hutH,MGYA00721843,ERZ650803
Bacteroidaceae,hutH,MGYA00721843,ERZ650803
Bacteroidaceae,hutH,MGYA00721843,ERZ650803
Bacteria,hutH,MGYA00721843,ERZ650803
Betaproteobacteria,hutH,MGYA00721843,ERZ650803
Sutterellaceae,hutH,MGYA00721843,ERZ650803
Bacteroidaceae,hutH,MGYA00721843,ERZ650803
Bacteroidia,hutH,MGYA00721843,ERZ650803
Bacteroidia,hutH,MGYA00721843,ERZ650803
Bacteroidaceae,hutH,MGYA00721843,ERZ650803
Rikenellaceae,hutH,MGYA00721843,ERZ650803
Bacteroidaceae,hutH,MGYA00721843,ERZ650803
Rikenellaceae,hutH,MGYA00721843,ERZ650803
Negativicutes,hutH,MGYA00721843,ERZ650803
Bacillus,hutH,MGYA00721843,ERZ650803
Porphyromonadaceae,hutH,MGYA00721843,ERZ650803
Bacteroidaceae,hutH,MGYA00721843,ERZ650803
Rikenellaceae,hutH,MGYA00721844,ERZ650802
Bacteroidaceae,hutH,MGYA00721844,ERZ650802
Bacteroidaceae,hutH,MGYA00721844,ERZ650802
Rikenellaceae,hutH,MGYA00721844,ERZ650802
Lachnoclostridium,hutH,MGYA00721844,ERZ650802
Blautia,hutH,MGYA00721844,ERZ650802
Blautia,hutH,MGYA00721844,ERZ650802
Bacteroidaceae,hutH,MGYA00721844,ERZ650802
Bacteroidaceae,hutH,MGYA00721844,ERZ650802
Bifidobacteriales,hutH,MGYA00721844,ERZ650802
Bacteroidaceae,hutH,MGYA00721844,ERZ650802
Escherichia,hutH,MGYA00721844,ERZ650802
Bacteroidaceae,hutH,MGYA00721844,ERZ650802
Bacteroidaceae,hutH,MGYA00721844,ERZ650802
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Rikenellaceae,hutH,MGYA00721845,ERZ650801
Oscillospiraceae,hutH,MGYA00721845,ERZ650801
Oscillospiraceae,hutH,MGYA00721845,ERZ650801
Oscillospiraceae,hutH,MGYA00721845,ERZ650801
Oscillospiraceae,hutH,MGYA00721845,ERZ650801
Synergistetes,hutH1,MGYA00721845,ERZ650801
Synergistetes,hutH1,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Synergistetes,hutH,MGYA00721845,ERZ650801
Eubacteriaceae,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Synergistetes,hutH1,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Shewanellaceae,hutH,MGYA00721845,ERZ650801
unclassified Burkholderiales,hutH,MGYA00721845,ERZ650801
Sutterellaceae,hutH,MGYA00721845,ERZ650801
Betaproteobacteria,hutH,MGYA00721845,ERZ650801
Synergistetes,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Rikenellaceae,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Porphyromonadaceae,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Porphyromonadaceae,hutH,MGYA00721845,ERZ650801
Clostridiales incertae sedis,hutH,MGYA00721845,ERZ650801
Porphyromonadaceae,hutH,MGYA00721845,ERZ650801
Clostridia,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Clostridiales incertae sedis,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Rikenellaceae,hutH,MGYA00721845,ERZ650801
Bacteroidia,hutH,MGYA00721845,ERZ650801
Oscillospiraceae,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Porphyromonadaceae,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721845,ERZ650801
Porphyromonadaceae,hutH,MGYA00721845,ERZ650801
Bacillus,hutH,MGYA00721845,ERZ650801
Synergistetes,hutH,MGYA00721845,ERZ650801
Clostridiaceae,hutH,MGYA00721845,ERZ650801
Synergistetes,hutH,MGYA00721845,ERZ650801
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacilli,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Lachnoclostridium,hutH,MGYA00721846,ERZ650800
Porphyromonadaceae,hutH,MGYA00721846,ERZ650800
Porphyromonadaceae,hutH,MGYA00721846,ERZ650800
Bacteroidia,hutH,MGYA00721846,ERZ650800
Rikenellaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Rikenellaceae,hutH,MGYA00721846,ERZ650800
Clostridia,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Porphyromonadaceae,hutH,MGYA00721846,ERZ650800
Eubacteriaceae,hutH,MGYA00721846,ERZ650800
Porphyromonadaceae,hutH,MGYA00721846,ERZ650800
Bifidobacteriales,hutH,MGYA00721846,ERZ650800
Porphyromonadaceae,hutH,MGYA00721846,ERZ650800
Rikenellaceae,hutH,MGYA00721846,ERZ650800
Porphyromonadaceae,hutH,MGYA00721846,ERZ650800
Lachnoclostridium,hutH,MGYA00721846,ERZ650800
Bacteroidaceae,hutH,MGYA00721846,ERZ650800
Fusobacteria,hutH,MGYA00721846,ERZ650800
Bacteria,hutH,MGYA00721846,ERZ650800
Rikenellaceae,hutH,MGYA00721848,ERZ650799
Rikenellaceae,hutH,MGYA00721848,ERZ650799
Porphyromonadaceae,hutH,MGYA00721848,ERZ650799
Bacteroidaceae,hutH,MGYA00721848,ERZ650799
Bacteroidaceae,hutH,MGYA00721848,ERZ650799
Ruminococcaceae,hutH,MGYA00721848,ERZ650799
Rikenellaceae,hutH,MGYA00721848,ERZ650799
Bacteroidaceae,hutH,MGYA00721848,ERZ650799
unclassified Burkholderiales,hutH,MGYA00721848,ERZ650799
Bacteroidaceae,hutH,MGYA00721848,ERZ650799
Bacteroidaceae,hutH,MGYA00721848,ERZ650799
Bacteroidaceae,hutH,MGYA00721848,ERZ650799
Bacteroidaceae,hutH,MGYA00721848,ERZ650799
Bacteria,hutH,MGYA00721848,ERZ650799
Porphyromonadaceae,hutH,MGYA00721848,ERZ650799
Betaproteobacteria,hutH,MGYA00721848,ERZ650799
Oscillospiraceae,hutH,MGYA00721848,ERZ650799
Porphyromonadaceae,hutH,MGYA00721848,ERZ650799
Porphyromonadaceae,hutH,MGYA00721848,ERZ650799
Bacteroidaceae,hutH,MGYA00721848,ERZ650799
Firmicutes,hutH,MGYA00721848,ERZ650799
Oscillospiraceae,hutH,MGYA00721848,ERZ650799
Firmicutes,hutH,MGYA00721848,ERZ650799
Bacteroidaceae,hutH,MGYA00721848,ERZ650799
Rikenellaceae,hutH,MGYA00721848,ERZ650799
Porphyromonadaceae,hutH,MGYA00721849,ERZ650795
Bacteroidia,hutH,MGYA00721849,ERZ650795
Bacteroidaceae,hutH,MGYA00721849,ERZ650795
Bacteroidaceae,hutH,MGYA00721849,ERZ650795
Rikenellaceae,hutH,MGYA00721849,ERZ650795
Bacteroidaceae,hutH,MGYA00721849,ERZ650795
Pseudonocardiales,hutH,MGYA00721849,ERZ650795
Firmicutes,hutH,MGYA00721849,ERZ650795
Synergistetes,hutH,MGYA00721849,ERZ650795
Rikenellaceae,hutH,MGYA00721849,ERZ650795
Betaproteobacteria,hutH,MGYA00721849,ERZ650795
Rikenellaceae,hutH,MGYA00721849,ERZ650795
Bacteroidaceae,hutH,MGYA00721849,ERZ650795
Oscillospiraceae,hutH,MGYA00721849,ERZ650795
Bacteroidaceae,hutH,MGYA00721849,ERZ650795
Bacteria,hutH,MGYA00721849,ERZ650795
unclassified Burkholderiales,hutH,MGYA00721849,ERZ650795
Bacteroidaceae,hutH,MGYA00721849,ERZ650795
Bacteroidaceae,hutH,MGYA00721849,ERZ650795
